"Time","opctyas52 : Utilisateurs"
2022-03-16 07:00:00,303
2022-03-16 13:00:00,295
2022-03-16 19:00:00,293
2022-03-17 01:00:00,293
2022-03-17 07:00:00,291
2022-03-17 13:00:00,289
2022-03-17 19:00:00,289
2022-03-18 01:00:00,289
2022-03-18 07:00:00,283
2022-03-18 13:00:00,278
2022-03-18 19:00:00,278
2022-03-19 01:00:00,278
2022-03-19 07:00:00,278
2022-03-19 13:00:00,278
2022-03-19 19:00:00,278
2022-03-20 01:00:00,278
2022-03-20 07:00:00,278
2022-03-20 13:00:00,278
2022-03-20 19:00:00,278
2022-03-21 01:00:00,278
2022-03-21 07:00:00,278
2022-03-21 13:00:00,276
2022-03-21 19:00:00,276
2022-03-22 01:00:00,276
2022-03-22 07:00:00,310
2022-03-22 13:00:00,387
2022-03-22 19:00:00,398
2022-03-23 01:00:00,398
2022-03-23 07:00:00,421
2022-03-23 13:00:00,484
2022-03-23 19:00:00,497
2022-03-24 01:00:00,497
2022-03-24 07:00:00,510
2022-03-24 13:00:00,542
2022-03-24 19:00:00,551
2022-03-25 01:00:00,681
2022-03-25 07:00:00,884
2022-03-25 13:00:00,931
2022-03-25 19:00:00,935
2022-03-26 01:00:00,1048
2022-03-26 07:00:00,1197
2022-03-26 13:00:00,1197
2022-03-26 19:00:00,1197
2022-03-27 01:00:00,1371
2022-03-27 08:00:00,1489
2022-03-27 14:00:00,1489
2022-03-27 20:00:00,1489
2022-03-28 02:00:00,1612
2022-03-28 08:00:00,1712
2022-03-28 14:00:00,1755
2022-03-28 20:00:00,1762
2022-03-29 02:00:00,1892
2022-03-29 08:00:00,1989
2022-03-29 14:00:00,2042
2022-03-29 20:00:00,2050
2022-03-30 02:00:00,2050
2022-03-30 08:00:00,2053
2022-03-30 14:00:00,2079
2022-03-30 20:00:00,2082
2022-03-31 02:00:00,2082
2022-03-31 08:00:00,2081
2022-03-31 14:00:00,2104
2022-03-31 20:00:00,2116
2022-04-01 02:00:00,2281
2022-04-01 08:00:00,2387
2022-04-01 14:00:00,2384
2022-04-01 20:00:00,2383
2022-04-02 02:00:00,2538
2022-04-02 08:00:00,2638
2022-04-02 14:00:00,2638
2022-04-02 20:00:00,2638
2022-04-03 02:00:00,2749
2022-04-03 08:00:00,2818
2022-04-03 14:00:00,2818
2022-04-03 20:00:00,2818
2022-04-04 02:00:00,2951
2022-04-04 08:00:00,3046
2022-04-04 14:00:00,3060
2022-04-04 20:00:00,3061
2022-04-05 02:00:00,3189
2022-04-05 08:00:00,3273
2022-04-05 14:00:00,3281
2022-04-05 20:00:00,3283
2022-04-06 02:00:00,3283
2022-04-06 08:00:00,3272
2022-04-06 14:00:00,3290
2022-04-06 20:00:00,3296
2022-04-07 02:00:00,3297
2022-04-07 08:00:00,3286
2022-04-07 14:00:00,3287
2022-04-07 20:00:00,3290
2022-04-08 02:00:00,3408
2022-04-08 08:00:00,3490
2022-04-08 14:00:00,3503
2022-04-08 20:00:00,3506
2022-04-09 02:00:00,3649
2022-04-09 08:00:00,3741
2022-04-09 14:00:00,3741
2022-04-09 20:00:00,3741
2022-04-10 02:00:00,3839
2022-04-10 08:00:00,3900
2022-04-10 14:00:00,3900
2022-04-10 20:00:00,3900
2022-04-11 02:00:00,4020
2022-04-11 08:00:00,4089
2022-04-11 14:00:00,4086
2022-04-11 20:00:00,4084
2022-04-12 02:00:00,4208
2022-04-12 08:00:00,4287
2022-04-12 14:00:00,4314
2022-04-12 20:00:00,4320
2022-04-13 02:00:00,4320
2022-04-13 08:00:00,4330
2022-04-13 14:00:00,4358
2022-04-13 20:00:00,4362
2022-04-14 02:00:00,4362
2022-04-14 08:00:00,4368
2022-04-14 14:00:00,4388
2022-04-14 20:00:00,4387
2022-04-15 02:00:00,4387
2022-04-15 08:00:00,4376
2022-04-15 14:00:00,4365
2022-04-15 20:00:00,4362
2022-04-16 02:00:00,4524
2022-04-16 08:00:00,4633
2022-04-16 14:00:00,4633
2022-04-16 20:00:00,4633
2022-04-17 02:00:00,4768
2022-04-17 08:00:00,4856
2022-04-17 14:00:00,4856
2022-04-17 20:00:00,4856
2022-04-18 02:00:00,4989
2022-04-18 08:00:00,5073
2022-04-18 14:00:00,5077
2022-04-18 20:00:00,5077
2022-04-19 02:00:00,5145
2022-04-19 08:00:00,5221
2022-04-19 14:00:00,5200
2022-04-19 20:00:00,5196
2022-04-20 02:00:00,5196
2022-04-20 08:00:00,5199
2022-04-20 14:00:00,5205
2022-04-20 20:00:00,5205
2022-04-21 02:00:00,5205
2022-04-21 08:00:00,5217
2022-04-21 14:00:00,5200
2022-04-21 20:00:00,5196
2022-04-22 02:00:00,5368
2022-04-22 08:00:00,5488
2022-04-22 14:00:00,5476
2022-04-22 20:00:00,5476
2022-04-23 02:00:00,5626
2022-04-23 08:00:00,5725
2022-04-23 14:00:00,5725
2022-04-23 20:00:00,5725
2022-04-24 02:00:00,5847
2022-04-24 08:00:00,5925
2022-04-24 14:00:00,5925
2022-04-24 20:00:00,5925
2022-04-25 02:00:00,6046
2022-04-25 08:00:00,6136
2022-04-25 14:00:00,6158
2022-04-25 20:00:00,6161
2022-04-26 02:00:00,6301
2022-04-26 08:00:00,6407
2022-04-26 14:00:00,6389
2022-04-26 20:00:00,6385
2022-04-27 02:00:00,6385
2022-04-27 08:00:00,6386
2022-04-27 14:00:00,6392
2022-04-27 20:00:00,6396
2022-04-28 02:00:00,6396
2022-04-28 08:00:00,6391
2022-04-28 14:00:00,6390
2022-04-28 20:00:00,6390
2022-04-29 02:00:00,6535
2022-04-29 08:00:00,6635
2022-04-29 14:00:00,6623
2022-04-29 20:00:00,6624
2022-04-30 02:00:00,6769
2022-04-30 08:00:00,6861
2022-04-30 14:00:00,6861
2022-04-30 20:00:00,6861
2022-05-01 02:00:00,6964
2022-05-01 08:00:00,7027
2022-05-01 14:00:00,7027
2022-05-01 20:00:00,7027
2022-05-02 02:00:00,7139
2022-05-02 08:00:00,7229
2022-05-02 14:00:00,7238
2022-05-02 20:00:00,7237
2022-05-03 02:00:00,7357
2022-05-03 08:00:00,7433
2022-05-03 14:00:00,7451
2022-05-03 20:00:00,7456
2022-05-04 02:00:00,7456
2022-05-04 08:00:00,7448
2022-05-04 14:00:00,7451
2022-05-04 20:00:00,7444
2022-05-05 02:00:00,7443
2022-05-05 08:00:00,7450
2022-05-05 14:00:00,7477
2022-05-05 20:00:00,7481
2022-05-06 02:00:00,7626
2022-05-06 08:00:00,7737
2022-05-06 14:00:00,7754
2022-05-06 20:00:00,7756
2022-05-07 02:00:00,7898
2022-05-07 08:00:00,7991
2022-05-07 14:00:00,7991
2022-05-07 20:00:00,7991
2022-05-08 02:00:00,8115
2022-05-08 08:00:00,8193
2022-05-08 14:00:00,8193
2022-05-08 20:00:00,8193
2022-05-09 02:00:00,8311
2022-05-09 08:00:00,8387
2022-05-09 14:00:00,8396
2022-05-09 20:00:00,8402
2022-05-10 02:00:00,8499
2022-05-10 08:00:00,8552
2022-05-10 14:00:00,8556
2022-05-10 20:00:00,8553
2022-05-11 02:00:00,8553
2022-05-11 08:00:00,8540
2022-05-11 14:00:00,8547
2022-05-11 20:00:00,8548
2022-05-12 02:00:00,8548
2022-05-12 08:00:00,8554
2022-05-12 14:00:00,8562
2022-05-12 20:00:00,8563
2022-05-13 02:00:00,8720
2022-05-13 08:00:00,8818
2022-05-13 14:00:00,8810
2022-05-13 20:00:00,8809
2022-05-14 02:00:00,8941
2022-05-14 08:00:00,9028
2022-05-14 14:00:00,9028
2022-05-14 20:00:00,9028
2022-05-15 02:00:00,9178
2022-05-15 08:00:00,9279
2022-05-15 14:00:00,9279
2022-05-15 20:00:00,9279
2022-05-16 02:00:00,9398
2022-05-16 08:00:00,9452
2022-05-16 14:00:00,9435
2022-05-16 20:00:00,9435
2022-05-17 02:00:00,9528
2022-05-17 08:00:00,9664
2022-05-17 14:00:00,9680
2022-05-17 20:00:00,9684
2022-05-18 02:00:00,9684
2022-05-18 08:00:00,9664
2022-05-18 14:00:00,9642
2022-05-18 20:00:00,9641
2022-05-19 02:00:00,9641
2022-05-19 08:00:00,9633
2022-05-19 14:00:00,9626
2022-05-19 20:00:00,9624
2022-05-20 02:00:00,9775
2022-05-20 08:00:00,9863
2022-05-20 14:00:00,9873
2022-05-20 20:00:00,9871
2022-05-21 02:00:00,10002
2022-05-21 08:00:00,10090
2022-05-21 14:00:00,10091
2022-05-21 20:00:00,10091
2022-05-22 02:00:00,10206
2022-05-22 08:00:00,10281
2022-05-22 14:00:00,10281
2022-05-22 20:00:00,10281
2022-05-23 02:00:00,10281
2022-05-23 08:00:00,10262
2022-05-23 14:00:00,10264
2022-05-23 20:00:00,10266
2022-05-24 02:00:00,10341
2022-05-24 08:00:00,10356
2022-05-24 14:00:00,10339
2022-05-24 20:00:00,10340
2022-05-25 02:00:00,10340
2022-05-25 08:00:00,10320
2022-05-25 14:00:00,10313
2022-05-25 20:00:00,10309
2022-05-26 02:00:00,10309
2022-05-26 08:00:00,10310
2022-05-26 14:00:00,10312
2022-05-26 20:00:00,10312
2022-05-27 02:00:00,10461
2022-05-27 08:00:00,10551
2022-05-27 14:00:00,10543
2022-05-27 20:00:00,10542
2022-05-28 02:00:00,10686
2022-05-28 08:00:00,10782
2022-05-28 14:00:00,10782
2022-05-28 20:00:00,10782
2022-05-29 02:00:00,10941
2022-05-29 08:00:00,11045
2022-05-29 14:00:00,11045
2022-05-29 20:00:00,11045
2022-05-30 02:00:00,11177
2022-05-30 08:00:00,11265
2022-05-30 14:00:00,11277
2022-05-30 20:00:00,11278
2022-05-31 02:00:00,11378
2022-05-31 08:00:00,11424
2022-05-31 14:00:00,11408
2022-05-31 20:00:00,11412
2022-06-01 02:00:00,11413
2022-06-01 08:00:00,11392
2022-06-01 14:00:00,11407
2022-06-01 20:00:00,11414
2022-06-02 02:00:00,11414
2022-06-02 08:00:00,11417
2022-06-02 14:00:00,11421
2022-06-02 20:00:00,11429
2022-06-03 02:00:00,11429
2022-06-03 08:00:00,11419
2022-06-03 14:00:00,11380
2022-06-03 20:00:00,11380
2022-06-04 02:00:00,11560
2022-06-04 08:00:00,11684
2022-06-04 14:00:00,11684
2022-06-04 20:00:00,11684
2022-06-05 02:00:00,11688
2022-06-05 08:00:00,11691
2022-06-05 14:00:00,11691
2022-06-05 20:00:00,11691
2022-06-06 02:00:00,11694
2022-06-06 08:00:00,11697
2022-06-06 14:00:00,11697
2022-06-06 20:00:00,11697
2022-06-07 02:00:00,11698
2022-06-07 08:00:00,11656
2022-06-07 14:00:00,11612
2022-06-07 20:00:00,11603
2022-06-08 02:00:00,11603
2022-06-08 08:00:00,12035
2022-06-08 14:00:00,12400
2022-06-08 20:00:00,12406
2022-06-09 02:00:00,12406
2022-06-09 08:00:00,12409
2022-06-09 14:00:00,12414
2022-06-09 20:00:00,12415
2022-06-10 02:00:00,12515
2022-06-10 08:00:00,12588
2022-06-10 14:00:00,12560
2022-06-10 20:00:00,12564
2022-06-11 02:00:00,12665
2022-06-11 08:00:00,12770
2022-06-11 14:00:00,12770
2022-06-11 20:00:00,12770
2022-06-12 02:00:00,12831
2022-06-12 08:00:00,12882
2022-06-12 14:00:00,12882
2022-06-12 20:00:00,12882
2022-06-13 02:00:00,13006
2022-06-13 08:00:00,13142
2022-06-13 14:00:00,13163
2022-06-13 20:00:00,13159
2022-06-14 02:00:00,13244
2022-06-14 08:00:00,13308
2022-06-14 14:00:00,13305
2022-06-14 20:00:00,13307
2022-06-15 02:00:00,13307
2022-06-15 08:00:00,13313
2022-06-15 14:00:00,13348
2022-06-15 20:00:00,13354
2022-06-16 02:00:00,13354
2022-06-16 08:00:00,13326
2022-06-16 14:00:00,13282
2022-06-16 20:00:00,13280
2022-06-17 02:00:00,13393
2022-06-17 08:00:00,13509
2022-06-17 14:00:00,13511
2022-06-17 20:00:00,13511
2022-06-18 02:00:00,13603
2022-06-18 08:00:00,13689
2022-06-18 14:00:00,13689
2022-06-18 20:00:00,13689
2022-06-19 02:00:00,13781
2022-06-19 08:00:00,13867
2022-06-19 14:00:00,13867
2022-06-19 20:00:00,13867
2022-06-20 02:00:00,13951
2022-06-20 08:00:00,13994
2022-06-20 14:00:00,13997
2022-06-20 20:00:00,14002
2022-06-21 02:00:00,14054
2022-06-21 08:00:00,14123
2022-06-21 14:00:00,14129
2022-06-21 20:00:00,14137
2022-06-22 02:00:00,14137
2022-06-22 08:00:00,14119
2022-06-22 14:00:00,14102
2022-06-22 20:00:00,14104
2022-06-23 02:00:00,14104
2022-06-23 08:00:00,14103
2022-06-23 14:00:00,14097
2022-06-23 20:00:00,14094
2022-06-24 02:00:00,14215
2022-06-24 08:00:00,14318
2022-06-24 14:00:00,14315
2022-06-24 20:00:00,14321
2022-06-25 02:00:00,14433
2022-06-25 08:00:00,14547
2022-06-25 14:00:00,14547
2022-06-25 20:00:00,14547
2022-06-26 02:00:00,14626
2022-06-26 08:00:00,14699
2022-06-26 14:00:00,14699
2022-06-26 20:00:00,14699
2022-06-27 02:00:00,14790
2022-06-27 08:00:00,14864
2022-06-27 14:00:00,14879
2022-06-27 20:00:00,14886
2022-06-28 02:00:00,14966
2022-06-28 08:00:00,15048
2022-06-28 14:00:00,15072
2022-06-28 20:00:00,15073
2022-06-29 02:00:00,15073
2022-06-29 08:00:00,15043
2022-06-29 14:00:00,15050
2022-06-29 20:00:00,15044
2022-06-30 02:00:00,15043
2022-06-30 08:00:00,15037
2022-06-30 14:00:00,15050
2022-06-30 20:00:00,15062
2022-07-01 02:00:00,15198
2022-07-01 08:00:00,15286
2022-07-01 14:00:00,15289
2022-07-01 20:00:00,15292
2022-07-02 02:00:00,15426
2022-07-02 08:00:00,15513
2022-07-02 14:00:00,15513
2022-07-02 20:00:00,15513
2022-07-03 02:00:00,15624
2022-07-03 08:00:00,15694
2022-07-03 14:00:00,15694
2022-07-03 20:00:00,15694
2022-07-04 02:00:00,15781
2022-07-04 08:00:00,15855
2022-07-04 14:00:00,15871
2022-07-04 20:00:00,15879
2022-07-05 02:00:00,15971
2022-07-05 08:00:00,16009
2022-07-05 14:00:00,15978
2022-07-05 20:00:00,15976
2022-07-06 02:00:00,15976
2022-07-06 08:00:00,15973
2022-07-06 14:00:00,16000
2022-07-06 20:00:00,16006
2022-07-07 02:00:00,16006
2022-07-07 08:00:00,16025
2022-07-07 14:00:00,16041
2022-07-07 20:00:00,16044
2022-07-08 02:00:00,16148
2022-07-08 08:00:00,16206
2022-07-08 14:00:00,16244
2022-07-08 20:00:00,16254
2022-07-09 02:00:00,16387
2022-07-09 08:00:00,16478
2022-07-09 14:00:00,16485
2022-07-09 20:00:00,16488
2022-07-10 02:00:00,16603
2022-07-10 08:00:00,16677
2022-07-10 14:00:00,16677
2022-07-10 20:00:00,16677
2022-07-11 02:00:00,16677
2022-07-11 08:00:00,16664
2022-07-11 14:00:00,16667
2022-07-11 20:00:00,16665
2022-07-12 02:00:00,16740
2022-07-12 08:00:00,16794
2022-07-12 14:00:00,16805
2022-07-12 20:00:00,16811
2022-07-13 02:00:00,16811
2022-07-13 08:00:00,16796
2022-07-13 14:00:00,16790
2022-07-13 20:00:00,16790
2022-07-14 02:00:00,16790
2022-07-14 08:00:00,
2022-07-14 14:00:00,
2022-07-14 20:00:00,
2022-07-15 02:00:00,
2022-07-15 08:00:00,
2022-07-15 14:00:00,
2022-07-15 20:00:00,
2022-07-16 02:00:00,
2022-07-16 08:00:00,
2022-07-16 14:00:00,
2022-07-16 20:00:00,
2022-07-17 02:00:00,
2022-07-17 08:00:00,
2022-07-17 14:00:00,
2022-07-17 20:00:00,
2022-07-18 02:00:00,
2022-07-18 08:00:00,17554
2022-07-18 14:00:00,17530
2022-07-18 20:00:00,17525
2022-07-19 02:00:00,17607
2022-07-19 08:00:00,17705
2022-07-19 14:00:00,17741
2022-07-19 20:00:00,17755
2022-07-20 02:00:00,17755
2022-07-20 08:00:00,17757
2022-07-20 14:00:00,17765
2022-07-20 20:00:00,17769
2022-07-21 02:00:00,17769
2022-07-21 08:00:00,17763
2022-07-21 14:00:00,17795
2022-07-21 20:00:00,17810
2022-07-22 02:00:00,17931
2022-07-22 08:00:00,17975
2022-07-22 14:00:00,17989
2022-07-22 20:00:00,17995
2022-07-23 02:00:00,18102
2022-07-23 08:00:00,18170
2022-07-23 14:00:00,18172
2022-07-23 20:00:00,18172
2022-07-24 02:00:00,18267
2022-07-24 08:00:00,18326
2022-07-24 14:00:00,18326
2022-07-24 20:00:00,18326
2022-07-25 02:00:00,18441
2022-07-25 08:00:00,18494
2022-07-25 14:00:00,18501
2022-07-25 20:00:00,18502
2022-07-26 02:00:00,18599
2022-07-26 08:00:00,18649
2022-07-26 14:00:00,18671
2022-07-26 20:00:00,18677
2022-07-27 02:00:00,18677
2022-07-27 08:00:00,18664
2022-07-27 14:00:00,18656
2022-07-27 20:00:00,18655
2022-07-28 02:00:00,18655
2022-07-28 08:00:00,18641
2022-07-28 14:00:00,18643
2022-07-28 20:00:00,18654
2022-07-29 02:00:00,18654
2022-07-29 08:00:00,18646
2022-07-29 14:00:00,18728
2022-07-29 20:00:00,18812
2022-07-30 02:00:00,18812
2022-07-30 08:00:00,18812
2022-07-30 14:00:00,18812
2022-07-30 20:00:00,18812
2022-07-31 02:00:00,18812
2022-07-31 08:00:00,18812
2022-07-31 14:00:00,18812
2022-07-31 20:00:00,18812
2022-08-01 02:00:00,18812
2022-08-01 08:00:00,18805
2022-08-01 14:00:00,18897
2022-08-01 20:00:00,18951
2022-08-02 02:00:00,18951
2022-08-02 08:00:00,18943
2022-08-02 14:00:00,19080
2022-08-02 20:00:00,19094
2022-08-03 02:00:00,19094
2022-08-03 08:00:00,19061
2022-08-03 14:00:00,19147
2022-08-03 20:00:00,19174
2022-08-04 02:00:00,19174
2022-08-04 08:00:00,19202
2022-08-04 14:00:00,19257
2022-08-04 20:00:00,19255
2022-08-05 02:00:00,19255
2022-08-05 08:00:00,19265
2022-08-05 14:00:00,19459
2022-08-05 20:00:00,19467
2022-08-06 02:00:00,19577
2022-08-06 08:00:00,19650
2022-08-06 14:00:00,19650
2022-08-06 20:00:00,19650
2022-08-07 02:00:00,19749
2022-08-07 08:00:00,19815
2022-08-07 14:00:00,19815
2022-08-07 20:00:00,19815
2022-08-08 02:00:00,19898
2022-08-08 08:00:00,19919
2022-08-08 14:00:00,19904
2022-08-08 20:00:00,19906
2022-08-09 02:00:00,19986
2022-08-09 08:00:00,20040
2022-08-09 14:00:00,20049
2022-08-09 20:00:00,20048
2022-08-10 02:00:00,20048
2022-08-10 08:00:00,20036
2022-08-10 14:00:00,20026
2022-08-10 20:00:00,20024
2022-08-11 02:00:00,20024
2022-08-11 08:00:00,19999
2022-08-11 14:00:00,19970
2022-08-11 20:00:00,19967
2022-08-12 02:00:00,19967
2022-08-12 08:00:00,19965
2022-08-12 14:00:00,19976
2022-08-12 20:00:00,19972
2022-08-13 02:00:00,20098
2022-08-13 08:00:00,20184
2022-08-13 14:00:00,20184
2022-08-13 20:00:00,20184
2022-08-14 02:00:00,20301
2022-08-14 08:00:00,20376
2022-08-14 14:00:00,20376
2022-08-14 20:00:00,20376
2022-08-15 02:00:00,20472
2022-08-15 08:00:00,20533
2022-08-15 14:00:00,20533
2022-08-15 20:00:00,20533
2022-08-16 02:00:00,20603
2022-08-16 08:00:00,20681
2022-08-16 14:00:00,20687
2022-08-16 20:00:00,20691
2022-08-17 02:00:00,20693
2022-08-17 08:00:00,20678
2022-08-17 14:00:00,20668
2022-08-17 20:00:00,20674
2022-08-18 02:00:00,20674
2022-08-18 08:00:00,20667
2022-08-18 14:00:00,20644
2022-08-18 20:00:00,20640
2022-08-19 02:00:00,20806
2022-08-19 08:00:00,20912
2022-08-19 14:00:00,20909
2022-08-19 20:00:00,20914
2022-08-20 02:00:00,21050
2022-08-20 08:00:00,21140
2022-08-20 14:00:00,21140
2022-08-20 20:00:00,21140
2022-08-21 02:00:00,21254
2022-08-21 08:00:00,21328
2022-08-21 14:00:00,21328
2022-08-21 20:00:00,21328
2022-08-22 02:00:00,21461
2022-08-22 08:00:00,21553
2022-08-22 14:00:00,21545
2022-08-22 20:00:00,21544
2022-08-23 02:00:00,21661
2022-08-23 08:00:00,21727
2022-08-23 14:00:00,21728
2022-08-23 20:00:00,21730
2022-08-24 02:00:00,21730
2022-08-24 08:00:00,21731
2022-08-24 14:00:00,21711
2022-08-24 20:00:00,21709
2022-08-25 02:00:00,21709
2022-08-25 08:00:00,21698
2022-08-25 14:00:00,21700
2022-08-25 20:00:00,21698
2022-08-26 02:00:00,21832
2022-08-26 08:00:00,21897
2022-08-26 14:00:00,21896
2022-08-26 20:00:00,21896
2022-08-27 02:00:00,22042
2022-08-27 08:00:00,22138
2022-08-27 14:00:00,22138
2022-08-27 20:00:00,22138
2022-08-28 02:00:00,22265
2022-08-28 08:00:00,22357
2022-08-28 14:00:00,22357
2022-08-28 20:00:00,22357
2022-08-29 02:00:00,22456
2022-08-29 08:00:00,22547
2022-08-29 14:00:00,22528
2022-08-29 20:00:00,22525
2022-08-30 02:00:00,22638
2022-08-30 08:00:00,22692
2022-08-30 14:00:00,22700
2022-08-30 20:00:00,22707
2022-08-31 02:00:00,22707
2022-08-31 08:00:00,22686
2022-08-31 14:00:00,22688
2022-08-31 20:00:00,22686
2022-09-01 02:00:00,22686
2022-09-01 08:00:00,22674
2022-09-01 14:00:00,22677
2022-09-01 20:00:00,22680
2022-09-02 02:00:00,22824
2022-09-02 08:00:00,22894
2022-09-02 14:00:00,22887
2022-09-02 20:00:00,22883
2022-09-03 02:00:00,23007
2022-09-03 08:00:00,23104
2022-09-03 14:00:00,23104
2022-09-03 20:00:00,23104
2022-09-04 02:00:00,23230
2022-09-04 08:00:00,23312
2022-09-04 14:00:00,23312
2022-09-04 20:00:00,23312
2022-09-05 02:00:00,23425
2022-09-05 08:00:00,23519
2022-09-05 14:00:00,23496
2022-09-05 20:00:00,23482
2022-09-06 02:00:00,23571
2022-09-06 08:00:00,23642
2022-09-06 14:00:00,23638
2022-09-06 20:00:00,23640
2022-09-07 02:00:00,23640
2022-09-07 08:00:00,23622
2022-09-07 14:00:00,23594
2022-09-07 20:00:00,23594
2022-09-08 02:00:00,23594
2022-09-08 08:00:00,23581
2022-09-08 14:00:00,23565
2022-09-08 20:00:00,23568
2022-09-09 02:00:00,23699
2022-09-09 08:00:00,23861
2022-09-09 14:00:00,23862
2022-09-09 20:00:00,23861
2022-09-10 02:00:00,23975
2022-09-10 08:00:00,24096
2022-09-10 14:00:00,24096
2022-09-10 20:00:00,24096
2022-09-11 02:00:00,24204
2022-09-11 08:00:00,24306
2022-09-11 14:00:00,24306
2022-09-11 20:00:00,24306
2022-09-12 02:00:00,24405
2022-09-12 08:00:00,24498
2022-09-12 14:00:00,24466
2022-09-12 20:00:00,24449
2022-09-13 02:00:00,24549
2022-09-13 08:00:00,24623
2022-09-13 14:00:00,24634
2022-09-13 20:00:00,24633
2022-09-14 02:00:00,24633
2022-09-14 08:00:00,24586
2022-09-14 14:00:00,24569
2022-09-14 20:00:00,24563
2022-09-15 02:00:00,24562
2022-09-15 08:00:00,24549
2022-09-15 14:00:00,24524
2022-09-15 20:00:00,24518
2022-09-16 02:00:00,24649
2022-09-16 08:00:00,24796

